Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score
"Tried this for the first time, and everything was smooth from start to end. everything worked perfectly. totally satisfied ❤️.",Positive,Online Store,2023-05-17 07:26:22,user4187,Lucknow,0.8
"After waiting for so long, and honestly I'm very disappointed. delivery got delayed without any update. waste of money bilkul pasand aaya.",Negative,Zomato,2023-10-24 07:31:00,user4649,Mumbai,0.65
"I ordered this last week, and I had a great experience overall. UI design looks modern and attractive. will order again for sure.",Positive,Website Review,2025-10-27 08:38:33,user9790,Pune,0.92
"Bought this during sale, and honestly I'm really happy with it. navigation is simple and fast. totally satisfied ❤️.",Positive,Website Review,2024-08-17 05:03:22,user4392,Mumbai,0.81
"Recently purchased this, and it turned out better than expected. product quality is really good. will order again for sure matlab expected better.",Positive,Swiggy,2023-06-15 07:23:44,user6226,Patna,0.86
"Got this delivered yesterday, and it's totally worth the money. delivery was quick and packaging was neat. will definitely recommend this to others 😊 bakwas experience.",Positive,Online Store,2024-02-21 19:49:53,user5352,Lucknow,0.81
"After waiting for so long, and it's not worth the price. tried contacting support but no response. very bad experience overall thoda disappointing.",Negative,Website Review,2023-06-22 23:53:13,user3168,Hyderabad,0.57
"I ordered this recently, and it's not worth the price. delivery got delayed without any update. needs serious improvement.",Negative,Online Store,2025-10-08 19:49:08,user6812,Mumbai,0.52
"I ordered this last week, and I had a great experience overall. everything worked perfectly. will order again for sure bilkul pasand aaya.",Positive,Online Store,2023-10-02 01:50:10,user7579,Delhi,0.93
"Tried using it for few days, but the experience was really bad. website is not working properly. completely disappointed 💔 bilkul pasand aaya.",Negative,Google Reviews,2025-01-28 16:33:07,user7837,Ahmedabad,0.54
"After waiting for so long, but the experience was really bad. delivery got delayed without any update. completely disappointed 💔 bakwas experience.",Negative,Zomato,2023-12-12 06:45:42,user1625,Visakhapatnam,0.66
"Bought this during sale, and everything was smooth from start to end. delivery was quick and packaging was neat. good job by the team thoda disappointing.",Positive,Zomato,2025-05-01 14:46:22,user9835,Hyderabad,0.97
"Got this after delay, but the experience was really bad. product quality is very poor. completely disappointed 💔 bakwas experience.",Negative,Amazon India,2024-08-13 06:01:38,user7227,Jaipur,0.66
"Received this product yesterday, and honestly I'm very disappointed. product quality is very poor. waste of money kaafi acha hai.",Negative,Amazon India,2023-04-15 07:25:39,user8313,Jaipur,0.64
"Got this after delay, but facing multiple issues. product quality is very poor. not going to buy again 😡.",Negative,Twitter,2023-10-22 02:20:21,user5167,Chennai,0.74
"Bought this during sale, and it turned out better than expected. navigation is simple and fast. will definitely recommend this to others 😊 thoda disappointing.",Positive,Google Reviews,2023-03-31 12:03:34,user9555,Bangalore,0.91
"Got this after delay, and honestly I'm very disappointed. payment was deducted but order not confirmed. completely disappointed 💔 kaafi acha hai.",Negative,Website Review,2024-03-07 17:33:56,user7809,Bhopal,0.7
"Using this from past few days, and I had a great experience overall. product quality is really good. will definitely recommend this to others 😊 bakwas experience.",Positive,Flipkart,2025-01-16 04:31:10,user9490,Jaipur,0.83
"Got this delivered yesterday, and honestly I'm really happy with it. product quality is really good. will order again for sure bakwas experience.",Positive,Swiggy,2024-02-15 02:04:53,user6405,Coimbatore,0.89
"Tried this for the first time, and everything was smooth from start to end. app interface is clean and smooth. will order again for sure seriously yaar.",Positive,Website Review,2023-01-11 03:34:52,user6063,Nagpur,0.88
"Received this product yesterday, but facing multiple issues. customer support didn't respond properly. not going to buy again 😡 bilkul pasand aaya.",Negative,Flipkart,2023-05-16 09:33:09,user8127,Hyderabad,0.65
"Received this product yesterday, but facing multiple issues. app keeps crashing again and again. completely disappointed 💔 matlab expected better.",Negative,Website Review,2024-10-26 16:57:13,user5169,Jaipur,0.65
"Bought this with high expectations, and it's not worth the price. delivery got delayed without any update. completely disappointed 💔 kaafi acha hai.",Negative,Zomato,2024-03-04 08:34:40,user2184,Kolkata,0.56
"Tried this for the first time, and I had a great experience overall. delivery was quick and packaging was neat. totally satisfied ❤️ kaafi acha hai.",Positive,Online Store,2024-12-11 20:03:25,user2909,Nagpur,0.85
"After waiting for so long, and honestly I'm very disappointed. product quality is very poor. very bad experience overall seriously yaar.",Negative,Swiggy,2023-07-16 12:09:15,user9710,Kolkata,0.57
"Tried this for the first time, and I had a great experience overall. app interface is clean and smooth. happy with the purchase 👍 seriously yaar.",Positive,Google Reviews,2024-07-29 23:26:26,user3893,Coimbatore,0.97
"After waiting for so long, and honestly I'm very disappointed. refund not received even after many days. completely disappointed 💔 kaafi acha hai.",Negative,Website Review,2025-01-22 12:45:07,user1174,Bhopal,0.55
"Tried this for the first time, and I had a great experience overall. customer support was helpful. happy with the purchase 👍 thoda disappointing.",Positive,Amazon India,2023-06-13 21:40:29,user3528,Chennai,0.87
"I ordered this last week, and I had a great experience overall. delivery was quick and packaging was neat. will order again for sure bilkul pasand aaya.",Positive,Zomato,2025-09-27 21:35:58,user4853,Nagpur,0.96
"Bought this during sale, and honestly I'm really happy with it. delivery was quick and packaging was neat. happy with the purchase 👍 bakwas experience.",Positive,Online Store,2024-06-21 11:43:52,user2484,Ahmedabad,0.91
"Tried this for the first time, and it's totally worth the money. product quality is really good. totally satisfied ❤️ bakwas experience.",Positive,Twitter,2023-01-07 00:32:31,user6915,Patna,0.91
"Got this after delay, but facing multiple issues. delivery got delayed without any update. very bad experience overall bilkul pasand aaya.",Negative,Flipkart,2024-03-17 22:34:58,user4160,Coimbatore,0.75
"I ordered this recently, and it didn't meet my expectations at all. product quality is very poor. very bad experience overall thoda disappointing.",Negative,Zomato,2025-09-27 08:36:29,user8251,Lucknow,0.72
"Tried using it for few days, but facing multiple issues. customer support didn't respond properly. completely disappointed 💔 seriously yaar.",Negative,Amazon India,2023-05-28 21:55:14,user3189,Bangalore,0.58
"After waiting for so long, and it's not worth the price. product quality is very poor. needs serious improvement bakwas experience.",Negative,Online Store,2025-01-13 21:34:33,user5737,Delhi,0.66
"Received this product yesterday, and it's not worth the price. OTP not received during login. waste of money seriously yaar.",Negative,Google Reviews,2025-05-06 05:35:37,user6992,Delhi,0.62
"Recently purchased this, and it turned out better than expected. delivery was quick and packaging was neat. will definitely recommend this to others 😊 seriously yaar.",Positive,Swiggy,2025-04-23 06:06:18,user4949,Jaipur,0.82
"Tried this for the first time, and it turned out better than expected. product quality is really good. totally satisfied ❤️ thoda disappointing.",Positive,Flipkart,2025-03-06 11:44:58,user4672,Pune,0.84
"Tried this for the first time, and I had a great experience overall. everything worked perfectly. happy with the purchase 👍 matlab expected better.",Positive,Twitter,2024-10-07 15:00:54,user1157,Coimbatore,0.87
"Received this product yesterday, and it didn't meet my expectations at all. delivery got delayed without any update. not going to buy again 😡 matlab expected better.",Negative,Online Store,2024-02-06 12:01:42,user2023,Pune,0.51
"Bought this with high expectations, but facing multiple issues. received damaged product. needs serious improvement bakwas experience.",Negative,Amazon India,2024-12-19 09:39:09,user8506,Mumbai,0.66
"Tried using it for few days, but the experience was really bad. customer support didn't respond properly. waste of money bilkul pasand aaya.",Negative,Twitter,2024-01-07 02:27:03,user3675,Delhi,0.68
"Got this delivered yesterday, and it turned out better than expected. app interface is clean and smooth. will order again for sure.",Positive,Website Review,2025-05-02 16:16:27,user1556,Bangalore,0.9
"Received this product yesterday, but the experience was really bad. received damaged product. not going to buy again 😡 thoda disappointing.",Negative,Amazon India,2023-07-01 15:06:39,user9845,Mumbai,0.66
"Received this product yesterday, and it's not worth the price. pages take too long to load. very bad experience overall kaafi acha hai.",Negative,Google Reviews,2024-05-25 05:51:17,user6698,Kolkata,0.63
"Bought this with high expectations, but facing multiple issues. payment was deducted but order not confirmed. completely disappointed 💔 bakwas experience.",Negative,Website Review,2025-06-25 15:10:54,user8859,Bhopal,0.5
"Using this from past few days, and it turned out better than expected. customer support was helpful. will order again for sure seriously yaar.",Positive,Online Store,2025-10-21 02:08:43,user7506,Bangalore,0.97
"Tried this for the first time, and everything was smooth from start to end. navigation is simple and fast. good job by the team kaafi acha hai.",Positive,Website Review,2025-01-19 23:15:51,user4109,Ahmedabad,0.9
"I ordered this last week, and everything was smooth from start to end. product quality is really good. will order again for sure bakwas experience.",Positive,Flipkart,2025-12-27 03:32:14,user5762,Pune,0.81
"I ordered this last week, and everything was smooth from start to end. delivery was quick and packaging was neat. will order again for sure.",Positive,Flipkart,2025-11-09 02:11:27,user4804,Mumbai,0.91
"Bought this during sale, and everything was smooth from start to end. delivery was quick and packaging was neat. totally satisfied ❤️ kaafi acha hai.",Positive,Online Store,2024-02-09 03:52:41,user7533,Pune,0.87
"I ordered this recently, and it's not worth the price. customer support didn't respond properly. needs serious improvement bilkul pasand aaya.",Negative,Online Store,2023-02-06 02:17:58,user1148,Delhi,0.66
"Bought this with high expectations, but the experience was really bad. pages take too long to load. waste of money seriously yaar.",Negative,Google Reviews,2023-03-21 02:28:51,user5728,Pune,0.65
"Bought this during sale, and it's totally worth the money. delivery was quick and packaging was neat. totally satisfied ❤️ kaafi acha hai.",Positive,Twitter,2023-09-12 10:56:16,user5624,Visakhapatnam,0.86
"Received this product yesterday, and honestly I'm very disappointed. customer support didn't respond properly. very bad experience overall matlab expected better.",Negative,Swiggy,2024-11-06 13:52:03,user3771,Bangalore,0.66
"I ordered this last week, and it turned out better than expected. product quality is really good. happy with the purchase 👍 matlab expected better.",Positive,Swiggy,2025-05-18 08:46:28,user2783,Ahmedabad,0.95
"Received this product yesterday, but facing multiple issues. received damaged product. waste of money.",Negative,Flipkart,2025-12-26 02:37:13,user7792,Mumbai,0.71
"Tried this for the first time, and it turned out better than expected. everything worked perfectly. will order again for sure seriously yaar.",Positive,Swiggy,2023-10-11 21:21:28,user8155,Lucknow,0.97
"Tried this for the first time, and everything was smooth from start to end. everything worked perfectly. will order again for sure bakwas experience.",Positive,Twitter,2023-04-29 14:49:36,user2321,Coimbatore,0.84
"Got this after delay, but the experience was really bad. received damaged product. needs serious improvement kaafi acha hai.",Negative,Twitter,2024-07-24 05:56:09,user5218,Visakhapatnam,0.51
"Received this product yesterday, but the experience was really bad. app keeps crashing again and again. waste of money.",Negative,Google Reviews,2025-07-16 16:17:22,user3255,Bhopal,0.61
"Received this product yesterday, and honestly I'm very disappointed. product quality is very poor. very bad experience overall bilkul pasand aaya.",Negative,Online Store,2024-08-16 06:22:39,user2154,Jaipur,0.57
"Tried this for the first time, and it turned out better than expected. product quality is really good. good job by the team bilkul pasand aaya.",Positive,Zomato,2023-05-06 21:31:06,user9239,Pune,0.92
"Bought this with high expectations, but facing multiple issues. customer support didn't respond properly. not going to buy again 😡 bakwas experience.",Negative,Amazon India,2023-02-22 09:16:19,user3239,Patna,0.58
"Recently purchased this, and everything was smooth from start to end. product quality is really good. happy with the purchase 👍 thoda disappointing.",Positive,Zomato,2025-05-03 22:38:12,user6085,Lucknow,0.86
"After waiting for so long, but the experience was really bad. product quality is very poor. not going to buy again 😡 seriously yaar.",Negative,Flipkart,2023-09-07 09:48:52,user5744,Mumbai,0.58
"Got this delivered yesterday, and it turned out better than expected. UI design looks modern and attractive. totally satisfied ❤️ seriously yaar.",Positive,Google Reviews,2023-08-19 09:31:18,user9286,Visakhapatnam,0.81
"Recently purchased this, and it's totally worth the money. delivery was quick and packaging was neat. will order again for sure kaafi acha hai.",Positive,Online Store,2024-08-22 01:46:20,user6583,Nagpur,0.84
"I ordered this last week, and I had a great experience overall. product quality is really good. totally satisfied ❤️ thoda disappointing.",Positive,Zomato,2023-06-05 10:03:41,user2509,Coimbatore,0.83
"Got this delivered yesterday, and it's totally worth the money. loading speed is really good. totally satisfied ❤️ bilkul pasand aaya.",Positive,Google Reviews,2024-06-22 12:18:13,user1526,Visakhapatnam,0.95
"Got this delivered yesterday, and it turned out better than expected. delivery was quick and packaging was neat. will order again for sure bilkul pasand aaya.",Positive,Zomato,2023-05-27 04:45:05,user7595,Delhi,0.87
"Tried this for the first time, and everything was smooth from start to end. product quality is really good. totally satisfied ❤️ bilkul pasand aaya.",Positive,Flipkart,2024-12-06 00:20:05,user5634,Chennai,0.85
"Received this product yesterday, and honestly I'm very disappointed. OTP not received during login. very bad experience overall kaafi acha hai.",Negative,Website Review,2025-06-11 15:59:21,user8209,Hyderabad,0.75
"Bought this during sale, and it turned out better than expected. navigation is simple and fast. will order again for sure kaafi acha hai.",Positive,Website Review,2023-04-30 23:27:50,user3846,Jaipur,0.9
"After waiting for so long, but the experience was really bad. customer support didn't respond properly. waste of money thoda disappointing.",Negative,Swiggy,2025-02-28 15:49:16,user6021,Pune,0.66
"Bought this during sale, and it's totally worth the money. delivery was quick and packaging was neat. happy with the purchase 👍 matlab expected better.",Positive,Zomato,2025-05-03 17:01:50,user5418,Visakhapatnam,0.91
"Tried this for the first time, and honestly I'm really happy with it. product quality is really good. happy with the purchase 👍 kaafi acha hai.",Positive,Swiggy,2024-09-06 07:05:03,user1825,Hyderabad,0.98
"After waiting for so long, but facing multiple issues. delivery got delayed without any update. completely disappointed 💔 thoda disappointing.",Negative,Zomato,2025-03-09 13:42:12,user6225,Kolkata,0.65
"Tried using it for few days, and it's not worth the price. website is very slow. waste of money bakwas experience.",Negative,Website Review,2024-09-29 10:18:08,user1321,Mumbai,0.55
"Got this delivered yesterday, and it turned out better than expected. everything worked perfectly. will definitely recommend this to others 😊 kaafi acha hai.",Positive,Twitter,2025-07-02 05:09:44,user7379,Hyderabad,0.81
"After waiting for so long, and honestly I'm very disappointed. received damaged product. very bad experience overall bakwas experience.",Negative,Flipkart,2025-02-27 03:20:54,user3700,Lucknow,0.59
"Bought this with high expectations, and honestly I'm very disappointed. customer support didn't respond properly. very bad experience overall kaafi acha hai.",Negative,Twitter,2024-01-11 18:54:32,user7402,Mumbai,0.51
"I ordered this recently, and honestly I'm very disappointed. received damaged product. needs serious improvement bilkul pasand aaya.",Negative,Online Store,2024-08-22 16:05:08,user4553,Chennai,0.56
"Tried this for the first time, and it's totally worth the money. delivery was quick and packaging was neat. happy with the purchase 👍 kaafi acha hai.",Positive,Online Store,2023-11-17 10:56:13,user7937,Ahmedabad,0.92
"Tried this for the first time, and everything was smooth from start to end. delivery was quick and packaging was neat. will definitely recommend this to others 😊 bakwas experience.",Positive,Amazon India,2025-12-21 15:41:49,user8973,Coimbatore,0.94
"Using this from past few days, and it turned out better than expected. everything worked perfectly. good job by the team.",Positive,Zomato,2025-09-12 21:55:29,user7302,Patna,0.96
"Got this after delay, but facing multiple issues. product quality is very poor. waste of money.",Negative,Flipkart,2023-04-19 11:40:56,user3567,Hyderabad,0.74
"I ordered this recently, and honestly I'm very disappointed. app keeps crashing frequently. waste of money bilkul pasand aaya.",Negative,Google Reviews,2025-07-23 18:53:58,user5428,Chennai,0.72
"I ordered this last week, and everything was smooth from start to end. product quality is really good. will definitely recommend this to others 😊 thoda disappointing.",Positive,Swiggy,2024-04-15 11:01:23,user7720,Patna,0.94
"Bought this with high expectations, but facing multiple issues. app keeps crashing again and again. waste of money matlab expected better.",Negative,Google Reviews,2025-08-07 21:56:18,user7218,Pune,0.63
"Using this from past few days, and honestly I'm really happy with it. everything worked perfectly. will order again for sure seriously yaar.",Positive,Twitter,2023-06-07 05:16:27,user5386,Bhopal,0.95
"Recently purchased this, and everything was smooth from start to end. everything worked perfectly. happy with the purchase 👍.",Positive,Flipkart,2024-12-10 03:02:33,user4147,Coimbatore,0.9
"Using this from past few days, and it's totally worth the money. everything worked perfectly. good job by the team.",Positive,Zomato,2024-06-27 05:21:30,user4304,Kolkata,0.83
"Received this product yesterday, and it's not worth the price. received damaged product. very bad experience overall matlab expected better.",Negative,Zomato,2023-07-18 00:35:40,user8735,Chennai,0.57
"Bought this during sale, and it turned out better than expected. delivery was quick and packaging was neat. will order again for sure kaafi acha hai.",Positive,Amazon India,2025-02-18 09:03:50,user9400,Pune,0.82
"I ordered this last week, and it turned out better than expected. everything worked perfectly. happy with the purchase 👍 bilkul pasand aaya.",Positive,Amazon India,2025-05-25 09:13:10,user9633,Ahmedabad,0.87
"Using this from past few days, and everything was smooth from start to end. everything worked perfectly. good job by the team bakwas experience.",Positive,Twitter,2024-09-21 10:22:44,user6541,Delhi,0.95
"Got this delivered yesterday, and it's totally worth the money. customer support was helpful. happy with the purchase 👍 bilkul pasand aaya.",Positive,Amazon India,2023-09-04 11:33:47,user1327,Visakhapatnam,0.94
"I ordered this recently, and it didn't meet my expectations at all. not able to complete payment. completely disappointed 💔 kaafi acha hai.",Negative,Google Reviews,2025-07-09 20:13:18,user9091,Patna,0.59
"I ordered this last week, and it's totally worth the money. loading speed is really good. will definitely recommend this to others 😊.",Positive,Google Reviews,2025-11-29 06:30:29,user9379,Bangalore,0.85
"I ordered this last week, and I had a great experience overall. navigation is simple and fast. totally satisfied ❤️ matlab expected better.",Positive,Website Review,2024-03-14 15:39:27,user4564,Ahmedabad,0.97
"Tried using it for few days, but the experience was really bad. product quality is very poor. completely disappointed 💔 matlab expected better.",Negative,Amazon India,2023-08-16 13:07:28,user5019,Hyderabad,0.61
"Got this after delay, and it didn't meet my expectations at all. customer support is not responding at all. waste of money seriously yaar.",Negative,Google Reviews,2024-12-04 18:24:51,user4063,Mumbai,0.72
"Got this after delay, and it didn't meet my expectations at all. product quality is very poor. needs serious improvement bilkul pasand aaya.",Negative,Amazon India,2025-03-26 01:09:41,user6383,Bangalore,0.75
"Tried using it for few days, and honestly I'm very disappointed. website is not working properly. very bad experience overall kaafi acha hai.",Negative,Website Review,2025-09-19 13:58:56,user5876,Hyderabad,0.7
"Bought this during sale, and it's totally worth the money. delivery was quick and packaging was neat. totally satisfied ❤️.",Positive,Online Store,2024-11-07 03:02:46,user1481,Chennai,0.92
"After waiting for so long, and honestly I'm very disappointed. received damaged product. not going to buy again 😡 bilkul pasand aaya.",Negative,Swiggy,2025-04-02 07:12:14,user4776,Ahmedabad,0.72
"Tried using it for few days, and honestly I'm very disappointed. customer support didn't respond properly. waste of money bakwas experience.",Negative,Flipkart,2025-12-06 12:18:32,user4061,Hyderabad,0.62
"Bought this with high expectations, but the experience was really bad. product quality is very poor. very bad experience overall bakwas experience.",Negative,Amazon India,2024-10-22 00:51:54,user8055,Kolkata,0.56
"Received this product yesterday, and it didn't meet my expectations at all. pages take too long to load. waste of money thoda disappointing.",Negative,Website Review,2023-01-18 14:09:16,user2838,Nagpur,0.69
"Using this from past few days, and honestly I'm really happy with it. customer support was helpful. will definitely recommend this to others 😊 kaafi acha hai.",Positive,Swiggy,2024-12-29 09:58:52,user6316,Patna,0.88
"Received this product yesterday, and it didn't meet my expectations at all. delivery got delayed without any update. very bad experience overall thoda disappointing.",Negative,Zomato,2025-05-12 17:47:16,user1176,Delhi,0.63
"I ordered this recently, but facing multiple issues. delivery got delayed without any update. very bad experience overall seriously yaar.",Negative,Swiggy,2025-08-24 20:36:25,user7886,Delhi,0.62
"Got this after delay, and honestly I'm very disappointed. customer support didn't respond properly. very bad experience overall bakwas experience.",Negative,Twitter,2025-02-25 06:11:08,user7216,Hyderabad,0.69
"Bought this during sale, and it turned out better than expected. product quality is really good. will order again for sure seriously yaar.",Positive,Zomato,2024-07-10 01:04:12,user5813,Nagpur,0.96
"I ordered this last week, and everything was smooth from start to end. website is very easy to use. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Website Review,2023-04-19 07:13:36,user7789,Ahmedabad,0.97
"Received this product yesterday, but facing multiple issues. delivery got delayed without any update. needs serious improvement matlab expected better.",Negative,Zomato,2024-01-07 11:25:38,user5491,Mumbai,0.74
"Received this product yesterday, but the experience was really bad. customer support didn't respond properly. waste of money kaafi acha hai.",Negative,Flipkart,2023-06-12 05:11:40,user5462,Nagpur,0.62
"I ordered this recently, but facing multiple issues. received damaged product. very bad experience overall.",Negative,Zomato,2024-08-14 11:48:14,user1022,Lucknow,0.63
"Bought this during sale, and honestly I'm really happy with it. loading speed is really good. good job by the team kaafi acha hai.",Positive,Website Review,2024-04-06 08:19:54,user9345,Mumbai,0.87
"I ordered this last week, and it turned out better than expected. delivery was quick and packaging was neat. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Amazon India,2025-03-18 07:33:24,user3420,Nagpur,0.85
"I ordered this recently, but facing multiple issues. customer support didn't respond properly. very bad experience overall thoda disappointing.",Negative,Online Store,2023-05-21 13:31:26,user7121,Chennai,0.73
"I ordered this recently, and it didn't meet my expectations at all. delivery got delayed without any update. completely disappointed 💔 bilkul pasand aaya.",Negative,Online Store,2025-03-19 06:47:37,user5168,Chennai,0.72
"I ordered this recently, and it's not worth the price. received damaged product. very bad experience overall seriously yaar.",Negative,Twitter,2025-01-26 19:22:27,user2479,Pune,0.51
"Got this after delay, and honestly I'm very disappointed. received damaged product. needs serious improvement matlab expected better.",Negative,Twitter,2025-04-22 09:49:20,user1925,Pune,0.75
"Bought this during sale, and it's totally worth the money. product quality is really good. will definitely recommend this to others 😊 bakwas experience.",Positive,Twitter,2023-11-27 16:36:17,user5574,Patna,0.86
"Tried using it for few days, but facing multiple issues. website is very slow. completely disappointed 💔 matlab expected better.",Negative,Website Review,2024-08-31 12:10:56,user8633,Bhopal,0.58
"Recently purchased this, and honestly I'm really happy with it. delivery was quick and packaging was neat. will order again for sure bakwas experience.",Positive,Zomato,2024-02-04 04:24:00,user1133,Visakhapatnam,0.9
"Tried using it for few days, and honestly I'm very disappointed. customer support didn't respond properly. waste of money bilkul pasand aaya.",Negative,Twitter,2025-04-13 09:58:39,user7054,Coimbatore,0.64
"After waiting for so long, and honestly I'm very disappointed. delivery got delayed without any update. waste of money bakwas experience.",Negative,Flipkart,2024-03-03 15:21:17,user3410,Patna,0.68
"Got this delivered yesterday, and honestly I'm really happy with it. customer support was helpful. totally satisfied ❤️ bakwas experience.",Positive,Amazon India,2023-02-26 18:48:11,user2335,Patna,0.87
"Tried this for the first time, and honestly I'm really happy with it. delivery was quick and packaging was neat. happy with the purchase 👍 bakwas experience.",Positive,Amazon India,2025-10-25 16:57:24,user3842,Chennai,0.96
"After waiting for so long, and honestly I'm very disappointed. received damaged product. completely disappointed 💔 bilkul pasand aaya.",Negative,Swiggy,2023-10-04 22:51:35,user9505,Ahmedabad,0.66
"I ordered this last week, and honestly I'm really happy with it. product quality is really good. totally satisfied ❤️ thoda disappointing.",Positive,Flipkart,2025-11-04 16:32:10,user5419,Coimbatore,0.92
"I ordered this recently, but the experience was really bad. product quality is very poor. waste of money thoda disappointing.",Negative,Online Store,2025-04-03 11:01:05,user4797,Patna,0.61
"Recently purchased this, and it's totally worth the money. everything worked perfectly. good job by the team matlab expected better.",Positive,Swiggy,2024-11-04 04:08:04,user8129,Bangalore,0.84
"Recently purchased this, and everything was smooth from start to end. everything worked perfectly. will order again for sure bakwas experience.",Positive,Twitter,2024-03-25 06:44:50,user6057,Delhi,0.86
"After waiting for so long, but the experience was really bad. customer support didn't respond properly. waste of money bakwas experience.",Negative,Zomato,2024-07-23 20:58:55,user1889,Pune,0.54
"Tried using it for few days, but the experience was really bad. received damaged product. waste of money.",Negative,Swiggy,2025-02-18 05:55:25,user1027,Nagpur,0.65
"Tried using it for few days, and honestly I'm very disappointed. customer support didn't respond properly. not going to buy again 😡 seriously yaar.",Negative,Zomato,2023-12-19 02:54:34,user2488,Visakhapatnam,0.51
"I ordered this last week, and everything was smooth from start to end. everything worked perfectly. happy with the purchase 👍 seriously yaar.",Positive,Flipkart,2025-09-11 23:10:27,user7564,Jaipur,0.86
"Received this product yesterday, and honestly I'm very disappointed. received damaged product. not going to buy again 😡 bakwas experience.",Negative,Online Store,2024-03-21 05:36:13,user6403,Pune,0.65
"Tried using it for few days, and it's not worth the price. customer support didn't respond properly. very bad experience overall bakwas experience.",Negative,Amazon India,2024-01-02 00:35:53,user8473,Coimbatore,0.65
"Using this from past few days, and it's totally worth the money. delivery was quick and packaging was neat. totally satisfied ❤️ bakwas experience.",Positive,Online Store,2025-08-08 18:45:09,user3518,Bangalore,0.87
"Got this delivered yesterday, and everything was smooth from start to end. delivery was quick and packaging was neat. will definitely recommend this to others 😊.",Positive,Twitter,2023-05-28 06:40:39,user7832,Delhi,0.87
"Got this after delay, but the experience was really bad. delivery got delayed without any update. completely disappointed 💔 bakwas experience.",Negative,Twitter,2023-11-23 08:34:14,user3793,Lucknow,0.61
"Tried this for the first time, and it's totally worth the money. everything worked perfectly. totally satisfied ❤️ thoda disappointing.",Positive,Swiggy,2024-02-06 11:08:56,user2471,Bhopal,0.87
"Got this after delay, and it didn't meet my expectations at all. customer support didn't respond properly. not going to buy again 😡 seriously yaar.",Negative,Flipkart,2024-01-29 00:01:24,user7956,Bangalore,0.64
"Tried using it for few days, and honestly I'm very disappointed. customer support didn't respond properly. waste of money thoda disappointing.",Negative,Amazon India,2025-06-16 20:40:55,user8917,Bhopal,0.63
"Bought this with high expectations, but facing multiple issues. delivery got delayed without any update. completely disappointed 💔.",Negative,Swiggy,2025-11-12 16:42:20,user3021,Jaipur,0.69
"Tried this for the first time, and it turned out better than expected. navigation is simple and fast. will definitely recommend this to others 😊 matlab expected better.",Positive,Google Reviews,2025-12-27 04:30:41,user6043,Ahmedabad,0.84
"Using this from past few days, and I had a great experience overall. customer support was helpful. totally satisfied ❤️ thoda disappointing.",Positive,Swiggy,2023-02-22 14:22:32,user3524,Jaipur,0.89
"Using this from past few days, and everything was smooth from start to end. delivery was quick and packaging was neat. good job by the team matlab expected better.",Positive,Online Store,2025-04-02 06:35:48,user1469,Mumbai,0.83
"Received this product yesterday, and it's not worth the price. delivery got delayed without any update. completely disappointed 💔 thoda disappointing.",Negative,Flipkart,2024-06-11 16:55:49,user7789,Patna,0.57
"Recently purchased this, and I had a great experience overall. product quality is really good. happy with the purchase 👍 bakwas experience.",Positive,Flipkart,2023-01-22 05:22:31,user5058,Delhi,0.87
"Got this delivered yesterday, and I had a great experience overall. everything worked perfectly. good job by the team bakwas experience.",Positive,Flipkart,2023-06-26 08:39:06,user6811,Bangalore,0.84
"Received this product yesterday, and it didn't meet my expectations at all. payment was deducted but order not confirmed. needs serious improvement matlab expected better.",Negative,Website Review,2025-12-05 06:18:11,user6055,Kolkata,0.68
"After waiting for so long, but facing multiple issues. product quality is very poor. completely disappointed 💔.",Negative,Zomato,2025-05-19 08:11:07,user9109,Jaipur,0.71
"Got this delivered yesterday, and everything was smooth from start to end. customer support was helpful. totally satisfied ❤️ seriously yaar.",Positive,Zomato,2024-10-21 14:48:30,user1895,Bhopal,0.94
"Recently purchased this, and I had a great experience overall. delivery was quick and packaging was neat. will order again for sure seriously yaar.",Positive,Twitter,2023-07-30 00:16:47,user5139,Coimbatore,0.88
"Bought this with high expectations, and it didn't meet my expectations at all. product quality is very poor. not going to buy again 😡 bilkul pasand aaya.",Negative,Swiggy,2024-04-01 08:35:30,user9347,Coimbatore,0.66
"Tried using it for few days, and it didn't meet my expectations at all. customer support didn't respond properly. needs serious improvement bakwas experience.",Negative,Zomato,2025-02-11 14:25:08,user7947,Pune,0.73
"After waiting for so long, and it's not worth the price. product quality is very poor. waste of money matlab expected better.",Negative,Online Store,2024-06-22 15:16:12,user6200,Nagpur,0.64
"Bought this during sale, and everything was smooth from start to end. everything worked perfectly. will order again for sure bilkul pasand aaya.",Positive,Amazon India,2024-10-17 21:26:04,user5126,Jaipur,0.82
"Got this delivered yesterday, and it turned out better than expected. delivery was quick and packaging was neat. will order again for sure seriously yaar.",Positive,Amazon India,2025-12-25 22:07:47,user9244,Kolkata,0.96
"Bought this with high expectations, but the experience was really bad. customer support didn't respond properly. waste of money kaafi acha hai.",Negative,Online Store,2023-12-22 00:47:19,user6916,Jaipur,0.56
"Bought this during sale, and honestly I'm really happy with it. UI design looks modern and attractive. good job by the team bakwas experience.",Positive,Website Review,2025-08-14 15:26:16,user3314,Lucknow,0.87
