Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-12-22 23:37:15,user2102,Chennai,0.89
"I tried transaction not updating in app but nothing is working properly, really frustrated.",Negative,Amazon India,2023-07-17 13:40:23,user6823,Delhi,0.63
"support incorrect while logging in happened and after that money already deducted, really bad experience.",Negative,Zomato,2024-03-19 06:15:23,user6680,Pune,0.57
"I tried refund not responding on website but app just froze, honestly upset.",Negative,Zomato,2023-08-11 10:00:39,user9232,Hyderabad,0.61
"I was just trying to use the app and order stuck after payment, then money already deducted. very disappointed.",Negative,Flipkart,2025-02-17 00:07:18,user8363,Lucknow,0.53
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2024-11-15 17:44:21,user7148,Chennai,0.84
"I tried website not loading while placing order but it failed again, not happy at all.",Negative,Zomato,2025-11-13 19:22:32,user2426,Lucknow,0.61
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2023-09-26 13:21:09,user8451,Ahmedabad,0.8
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2024-12-01 05:06:13,user8082,Kolkata,0.96
Why is this happening? payment incorrect while placing order and also money already deducted. fed up with this.,Negative,Swiggy,2025-01-10 22:01:34,user2482,Kolkata,0.75
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-09-26 00:24:25,user8397,Pune,0.97
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2023-05-03 22:41:54,user8495,Kolkata,0.92
"I was just trying to use the app and refund incorrect while placing order, then page kept loading forever. very disappointed.",Negative,Zomato,2023-02-06 22:54:56,user9918,Ahmedabad,0.55
"Not sure what's happening, login stuck during transaction and app just froze. not happy at all.",Negative,Swiggy,2024-12-15 01:45:18,user7258,Mumbai,0.75
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2023-01-02 13:33:55,user2772,Chennai,0.83
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2023-03-12 20:59:52,user4392,Jaipur,0.85
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2023-01-14 06:27:21,user4745,Pune,0.86
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2023-05-13 09:55:55,user4899,Mumbai,0.95
"This is the third time transaction not working during delivery, still no response from support. I don't understand why.",Negative,Amazon India,2023-04-19 05:14:15,user1204,Chennai,0.75
Why is this happening? tracking stuck while placing order and also page kept loading forever. realy frustrated.,Negative,Swiggy,2024-10-28 20:46:10,user6918,Delhi,0.68
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2025-09-20 21:47:49,user6773,Bangalore,0.81
"Not sure what's happening, website not received during transaction and page kept loading forever. seriously irritated.",Negative,Flipkart,2025-03-15 10:50:19,user1622,Mumbai,0.73
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2024-06-07 02:42:10,user8189,Jaipur,0.84
"This is the third time website failed after payment, still app just froze. like seriously.",Negative,Swiggy,2024-09-25 07:44:26,user4809,Mumbai,0.52
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-04-11 14:00:30,user8148,Bangalore,0.93
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2024-10-15 20:18:33,user1509,Delhi,0.95
"I tried order showing error during delivery but nothing is working properly, realy frustrated.",Negative,Twitter,2023-05-05 13:02:13,user5213,Mumbai,0.56
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-07-29 01:53:33,user2107,Mumbai,0.86
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2023-02-02 01:08:14,user1364,Chennai,0.87
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-04-24 08:14:33,user7673,Pune,0.94
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-01-16 22:38:09,user7718,Delhi,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2024-08-08 15:25:54,user7934,Pune,0.83
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2023-07-18 01:41:56,user4666,Pune,0.8
"I tried address blocked while logging in but app just froze, really frustrated.",Negative,Google Reviews,2023-07-08 09:37:35,user6585,Bangalore,0.72
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2023-09-09 06:30:10,user3199,Bangalore,0.96
Why is this happening? app incorrect during transaction and also app just froze. really frustrated.,Negative,Amazon India,2023-01-31 00:03:25,user1261,Delhi,0.68
"login not working while placing order happened and after that nothing is working properly, really bad experience.",Negative,Swiggy,2023-09-26 01:54:01,user2328,Delhi,0.58
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-08-26 23:27:47,user6655,Delhi,0.82
"Facing issue where checkout incorrect while logging in, and now page kept loading forever. seriously irritated.",Negative,Swiggy,2025-11-27 16:11:27,user8951,Hyderabad,0.66
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-10-27 23:18:02,user4463,Hyderabad,0.91
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2025-12-25 16:29:06,user3214,Kolkata,0.83
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-06-14 09:17:50,user6326,Jaipur,0.87
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2025-02-05 19:04:43,user3769,Kolkata,0.85
"I tried OTP not received during transaction but app just froze, very disappointed.",Negative,Amazon India,2023-01-07 15:44:31,user1863,Ahmedabad,0.63
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2024-06-06 23:16:49,user1069,Chennai,0.87
"I tried address not recieved during transaction but app just froze, seriously irritated.",Negative,Flipkart,2023-01-03 14:21:50,user5017,Bangalore,0.63
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-10-08 09:37:24,user6454,Pune,0.98
"Facing issue where transaction blocked while placing order, and now app just froze. not happy at all.",Negative,Google Reviews,2023-09-12 13:29:39,user9514,Mumbai,0.73
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2024-04-18 18:34:56,user6518,Pune,0.88
"Facing issue where tracking incorrect in app, and now money already deducted. fed up with this.",Negative,Twitter,2023-06-30 22:31:23,user1128,Delhi,0.56
"This is the third time refund showing error in app, still app just froze. I don't understand why.",Negative,Flipkart,2024-09-29 12:53:32,user1353,Ahmedabad,0.7
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-01-16 07:47:25,user9391,Hyderabad,0.94
"This is the third time account failed during transaction, still page kept loading forever. I don't understand why.",Negative,Flipkart,2024-07-30 04:27:26,user2775,Jaipur,0.71
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2023-08-07 07:02:39,user6319,Delhi,0.82
"order not recieved on website happened and after that money already deducted, really bad experience.",Negative,Twitter,2025-12-23 01:28:21,user9144,Delhi,0.65
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2024-05-18 04:28:38,user4632,Mumbai,0.9
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-09-12 17:51:46,user4178,Chennai,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-02-05 02:10:52,user1822,Delhi,0.94
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-09-27 15:41:32,user4213,Ahmedabad,0.93
"I was just trying to use the app and email not updating while logging in, then page kept loading forever. not happy at all.",Negative,Flipkart,2023-01-04 21:12:58,user2315,Jaipur,0.69
"This is the third time support showing error during transaction, still no response from support. again and again same issue.",Negative,Flipkart,2025-07-13 02:46:07,user8832,Delhi,0.51
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2024-08-09 03:10:52,user3502,Hyderabad,0.85
"I tried delivery crashing after payment but nothing is working properly, really frustrated.",Negative,Amazon India,2025-09-06 09:09:41,user4921,Delhi,0.51
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2025-10-16 12:28:02,user1036,Bangalore,0.86
"account not responding during transaction happened and after that page kept loading forever, really bad experience.",Negative,Amazon India,2024-07-30 02:40:07,user8543,Lucknow,0.72
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-09-14 12:20:48,user9752,Kolkata,0.94
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2023-02-10 22:43:48,user9477,Delhi,0.88
"I tried support blocked while logging in but it failed again, not happy at all.",Negative,Swiggy,2024-08-07 08:40:47,user3346,Ahmedabad,0.72
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2023-11-04 05:50:17,user3658,Hyderabad,0.92
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-02-17 19:54:21,user8984,Lucknow,0.91
"Not sure what's happening, OTP missing during delivery and app just froze. so annoying.",Negative,Swiggy,2023-01-14 16:36:38,user6673,Lucknow,0.71
"This is the third time app not loading on website, still I couldn't proceed further. expected better from this app.",Negative,Website Review,2023-01-28 21:41:59,user4484,Delhi,0.72
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2024-03-16 07:48:45,user4342,Delhi,0.84
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-09-24 02:23:51,user5910,Pune,0.89
Why is this happening? Google Pay transaction stuck and also money already deducted. honestly upset.,Negative,Swiggy,2023-05-10 04:22:22,user9209,Hyderabad,0.57
"I was just trying to use the app and checkout missing during transaction, then app just froze. realy frustrated.",Negative,Amazon India,2023-12-21 07:29:32,user1665,Bangalore,0.57
"Facing issue where email crashing on website, and now no response from support. really frustrated.",Negative,Swiggy,2024-04-02 18:19:05,user6935,Lucknow,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-04-30 01:54:39,user1829,Lucknow,0.82
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2024-12-25 01:52:49,user9656,Pune,0.9
"I tried delivery showing error during transaction but no response from support, not happy at all.",Negative,Google Reviews,2024-01-09 12:54:16,user4728,Lucknow,0.74
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2023-06-24 03:32:58,user5112,Jaipur,0.95
"I tried refund incorrect after update but no response from support, very disappointed.",Negative,Swiggy,2023-06-20 21:43:59,user4829,Kolkata,0.69
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2024-12-18 15:51:06,user8984,Ahmedabad,0.81
"Not sure what's happening, refund missing while logging in and it failed again. very disappointed.",Negative,Zomato,2025-04-22 05:59:50,user2786,Jaipur,0.74
"This is the third time refund stuck while logging in, still app just froze. again and again same issue.",Negative,Zomato,2025-06-19 06:24:41,user3056,Hyderabad,0.71
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2024-05-18 03:43:13,user2170,Kolkata,0.91
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2023-09-09 01:17:34,user6849,Kolkata,0.93
"Facing issue where account not working while placing order, and now app just froze. really frustrated.",Negative,Flipkart,2025-04-26 15:10:21,user6200,Jaipur,0.6
"Facing issue where tracking not processing in app, and now no response from support. so annoying.",Negative,Amazon India,2023-02-07 17:58:27,user7309,Delhi,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-09-08 15:54:52,user4861,Jaipur,0.82
"I was just trying to use the app and checkout incorrect during transaction, then page kept loading forever. honestly upset.",Negative,Amazon India,2025-06-16 06:59:21,user5379,Bangalore,0.6
"I tried support incorrect in app but money already deducted, fed up with this.",Negative,Website Review,2025-08-20 09:34:39,user3961,Delhi,0.62
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2023-01-20 05:32:17,user4680,Pune,0.84
Why is this happening? refund showing error on website and also app just froze. realy frustrated.,Negative,Twitter,2024-10-29 13:25:30,user7119,Jaipur,0.55
Why is this happening? account blocked while placing order and also nothing is working properly. honestly upset.,Negative,Amazon India,2023-07-24 11:31:01,user9826,Delhi,0.66
Why is this happening? OTP not working while logging in and also money already deducted. not happy at all.,Negative,Twitter,2023-08-10 03:23:40,user8215,Delhi,0.59
"OTP stuck during delivery happened and after that page kept loading forever, realy bad experience.",Negative,Amazon India,2023-03-22 04:21:59,user3918,Delhi,0.52
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2025-01-30 19:40:06,user7917,Kolkata,0.92
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2024-06-09 19:02:47,user9847,Ahmedabad,0.84
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2023-10-09 09:25:46,user6941,Pune,0.83
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-07-10 08:48:23,user7390,Chennai,0.83
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-04-16 05:09:00,user7461,Chennai,0.94
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-10-19 21:05:33,user3306,Lucknow,0.87
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2025-07-22 14:59:06,user4898,Bangalore,0.93
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-06-28 23:24:33,user2524,Pune,0.86
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-09-18 13:36:03,user8977,Jaipur,0.85
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2025-10-31 12:18:39,user8456,Jaipur,0.93
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-03-31 15:59:52,user5117,Mumbai,0.8
Why is this happening? payment not updating while logging in and also money already deducted. seriously irritated.,Negative,Twitter,2024-05-04 10:42:49,user1782,Ahmedabad,0.66
"I was just trying to use the app and website showing error while placing order, then it failed again. seriously irritated.",Negative,Swiggy,2025-09-10 02:38:26,user4736,Pune,0.52
"I tried order not responding during checkout but I couldn't proceed further, honestly upset.",Negative,Website Review,2025-09-24 14:56:28,user8736,Delhi,0.64
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-09-11 15:29:31,user7074,Hyderabad,0.81
"I tried support showing error after update but no response from support, very disappointed.",Negative,Amazon India,2023-03-06 20:23:18,user7958,Ahmedabad,0.65
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2025-05-14 18:27:52,user7364,Lucknow,0.94
"app blocked on website happened and after that page kept loading forever, realy bad experience.",Negative,Flipkart,2025-12-20 00:44:09,user4980,Lucknow,0.67
"Not sure what's happening, tracking blocked in app and app just froze. fed up with this.",Negative,Flipkart,2023-10-16 08:21:00,user1545,Chennai,0.56
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2023-10-25 01:50:46,user8276,Bangalore,0.8
"Facing issue where delivery incorrect in app, and now money already deducted. fed up with this.",Negative,Zomato,2025-11-21 06:07:40,user4898,Chennai,0.64
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2023-06-16 17:58:08,user9868,Jaipur,0.82
"I tried email not received after update but money already deducted, so annoying.",Negative,Amazon India,2024-10-18 01:27:25,user8786,Pune,0.51
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-12-20 22:34:10,user4949,Jaipur,0.9
"This is the third time checkout not processing while logging in, still I couldn't proceed further. expected better from this app.",Negative,Swiggy,2024-06-14 11:24:38,user1938,Lucknow,0.73
"login not processing on website happened and after that page kept loading forever, realy bad experience.",Negative,Amazon India,2024-04-25 16:13:54,user2682,Delhi,0.66
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-06-13 22:56:58,user1553,Pune,0.95
"I was just trying to use the app and account crashing while placing order, then no response from support. so annoying.",Negative,Twitter,2023-09-13 00:49:32,user4025,Bangalore,0.59
Why is this happening? account not processing while logging in and also no response from support. really frustrated.,Negative,Amazon India,2025-07-16 07:15:43,user2998,Lucknow,0.54
"I was just trying to use the app and account showing error after update, then page kept loading forever. fed up with this.",Negative,Google Reviews,2025-12-31 06:52:14,user6714,Mumbai,0.6
Why is this happening? payement showing error after payement and also money already deducted. so annoying.,Negative,Amazon India,2023-06-30 06:34:25,user9521,Bangalore,0.61
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2025-02-23 03:58:50,user8604,Chennai,0.94
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2025-09-13 23:44:36,user5228,Chennai,0.94
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2023-02-14 20:23:07,user7744,Jaipur,0.94
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-05-31 23:11:49,user8568,Pune,0.87
"refund showing error on website happened and after that no response from support, really bad experience.",Negative,Website Review,2023-01-06 21:50:16,user1567,Jaipur,0.74
"Not sure what's happening, order missing while placing order and I couldn't proceed further. very disappointed.",Negative,Swiggy,2024-09-01 08:18:22,user4763,Delhi,0.63
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-12-30 14:34:14,user7226,Delhi,0.98
"I tried refund not received while placing order but I couldn't proceed further, very disappointed.",Negative,Twitter,2025-08-22 03:23:20,user1413,Lucknow,0.71
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-12-07 00:47:52,user1785,Ahmedabad,0.83
"This is the third time transaction stuck during checkout, still it failed again. again and again same issue.",Negative,Flipkart,2023-12-24 06:40:17,user7091,Hyderabad,0.53
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2023-06-26 07:04:47,user4144,Chennai,0.81
"I tried payement not responding during delivery but nothing is working properly, really frustrated.",Negative,Amazon India,2025-11-17 14:46:11,user3026,Pune,0.61
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2025-12-18 02:22:34,user2891,Lucknow,0.82
"This is the third time address crashing during delivery, still I couldn't proceed further. this is not acceptable.",Negative,Flipkart,2023-09-27 02:59:43,user8583,Kolkata,0.68
"checkout not updating after update happened and after that nothing is working properly, really bad experience.",Negative,Twitter,2025-12-13 22:40:13,user6986,Pune,0.7
Why is this happening? address not responding while logging in and also money already deducted. very disappointed.,Negative,Twitter,2023-04-01 18:09:24,user8276,Pune,0.71
"Not sure what's happening, transaction not processing after update and no response from support. so annoying.",Negative,Flipkart,2024-09-19 04:33:58,user3801,Chennai,0.69
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-09-16 04:37:59,user8139,Pune,0.89
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2025-03-24 14:45:43,user9573,Delhi,0.84
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2023-10-08 09:23:39,user8359,Kolkata,0.84
"I was just trying to use the app and website crashing in app, then I couldn't proceed further. very disappointed.",Negative,Amazon India,2025-09-09 16:53:02,user4894,Hyderabad,0.63
"I was just trying to use the app and order not working during checkout, then money already deducted. really frustrated.",Negative,Flipkart,2024-04-18 18:34:14,user8339,Delhi,0.59
"I tried address not processing on website but nothing is working properly, fed up with this.",Negative,Website Review,2024-11-25 20:32:23,user8858,Hyderabad,0.73
"I was just trying to use the app and payment not working during checkout, then page kept loading forever. honestly upset.",Negative,Website Review,2023-03-19 14:42:36,user1098,Bangalore,0.74
"I was just trying to use the app and checkout crashing after update, then it failed again. very disappointed.",Negative,Swiggy,2025-05-28 12:51:02,user9277,Bangalore,0.72
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2025-03-20 11:17:16,user2792,Bangalore,0.93
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-10-29 12:56:56,user4658,Lucknow,0.85
"email not responding after update happened and after that app just froze, realy bad experience.",Negative,Zomato,2025-06-18 10:31:13,user7144,Mumbai,0.61
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2025-03-08 01:24:18,user2501,Jaipur,0.9
"This is the third time payment not responding in app, still no response from support. expected better from this app.",Negative,Zomato,2024-04-08 10:25:40,user4562,Mumbai,0.58
"Facing issue where delivery not processing while placing order, and now app just froze. not happy at all.",Negative,Zomato,2023-06-21 01:01:57,user2780,Delhi,0.74
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2024-12-04 02:28:59,user9402,Hyderabad,0.89
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2025-09-09 01:43:44,user6462,Pune,0.95
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-11-17 02:01:26,user9722,Hyderabad,0.85
"delivery not responding after update happened and after that nothing is working properly, realy bad experience.",Negative,Flipkart,2024-12-16 16:29:04,user4071,Kolkata,0.59
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2024-12-18 21:50:41,user2196,Kolkata,0.84
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2023-11-13 03:23:13,user3996,Mumbai,0.82
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2025-01-04 04:02:42,user3473,Lucknow,0.85
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-07-09 18:37:43,user9117,Pune,0.91
"Not sure what's happening, delivery delayed in app and I couldn't proceed further. so annoying.",Negative,Swiggy,2025-07-14 16:46:56,user4677,Mumbai,0.5
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2023-04-05 21:04:39,user5331,Mumbai,0.81
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2025-05-03 17:58:24,user1974,Hyderabad,0.83
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-08-01 22:39:33,user5980,Lucknow,0.97
"Not sure what's happening, address not processing during delivery and I couldn't proceed further. honestly upset.",Negative,Twitter,2024-11-30 21:47:31,user6540,Hyderabad,0.62
"This is the third time OTP not processing while logging in, still app just froze. like seriously.",Negative,Website Review,2025-07-08 23:40:48,user2376,Bangalore,0.7
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2025-02-13 05:31:29,user1772,Bangalore,0.85
"I was just trying to use the app and OTP not processing on website, then money already deducted. so annoying.",Negative,Zomato,2025-06-30 11:58:41,user8028,Lucknow,0.71
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2023-03-09 18:12:01,user9851,Delhi,0.89
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-09-11 22:30:06,user5467,Jaipur,0.87
"I tried tracking delayed on website but money already deducted, seriously irritated.",Negative,Amazon India,2024-12-04 23:32:59,user8679,Chennai,0.54
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-01-03 01:37:18,user6555,Mumbai,0.8
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2024-02-27 10:52:41,user5348,Kolkata,0.87
"Not sure what's happening, order not updating while placing order and nothing is working properly. really frustrated.",Negative,Website Review,2024-03-16 01:28:32,user7428,Chennai,0.6
Why is this happening? checkout not responding while placing order and also app just froze. seriously irritated.,Negative,Amazon India,2025-07-10 08:41:06,user1879,Hyderabad,0.7
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2025-03-22 04:14:24,user3691,Pune,0.91
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2025-12-08 09:08:29,user3230,Hyderabad,0.84
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2023-07-17 05:47:34,user7483,Chennai,0.89
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2025-08-07 11:03:37,user8381,Jaipur,0.94
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2024-06-24 15:28:23,user8955,Delhi,0.88
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-05-17 09:20:52,user9814,Chennai,0.95
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2023-03-01 16:41:59,user5086,Jaipur,0.87
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2024-02-06 03:01:15,user1506,Lucknow,0.96
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-10-31 06:05:19,user1768,Delhi,0.97
"Not sure what's happening, refund incorrect while logging in and page kept loading forever. not happy at all.",Negative,Zomato,2023-03-21 04:00:26,user8232,Chennai,0.65
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2023-04-22 02:16:15,user7345,Lucknow,0.95
"I tried address showing error after update but app just froze, really frustrated.",Negative,Zomato,2025-07-21 11:37:37,user7348,Delhi,0.68
"I was just trying to use the app and refund not updating while logging in, then page kept loading forever. fed up with this.",Negative,Amazon India,2023-02-17 03:18:16,user4942,Delhi,0.68
"Not sure what's happening, login not loading during delivery and I couldn't proceed further. so annoying.",Negative,Amazon India,2024-03-17 18:01:45,user3987,Hyderabad,0.5
"Not sure what's happening, refund not processing after update and money already deducted. honestly upset.",Negative,Google Reviews,2025-08-06 08:38:09,user9765,Delhi,0.52
"This is the third time transaction stuck in app, still I couldn't proceed further. this is not acceptable.",Negative,Website Review,2024-01-07 20:45:05,user7705,Chennai,0.63
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2024-05-25 12:00:57,user3666,Kolkata,0.83
"Facing issue where order not loading while placing order, and now no response from support. fed up with this.",Negative,Amazon India,2023-09-01 09:20:12,user5411,Chennai,0.54
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2023-09-16 22:19:14,user1200,Chennai,0.8
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-11-17 16:27:10,user4533,Mumbai,0.89
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2023-03-23 11:54:47,user9844,Delhi,0.84
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2025-05-22 22:35:59,user2000,Pune,0.8
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2023-07-30 18:24:01,user1335,Chennai,0.94
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-10-29 11:40:47,user7644,Mumbai,0.83
"This is the third time account delayed in app, still page kept loading forever. expected better from this app.",Negative,Amazon India,2024-09-10 00:40:16,user9215,Bangalore,0.74
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2023-07-17 16:04:41,user9050,Pune,0.9
"This is the third time payment not processing during checkout, still nothing is working properly. expected better from this app.",Negative,Flipkart,2024-02-05 18:46:04,user4474,Pune,0.68
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2025-06-18 04:13:20,user4910,Jaipur,0.86
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-07-27 00:23:31,user2081,Jaipur,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2025-10-20 21:48:22,user3904,Hyderabad,0.92
"I tried refund not processing on website but no response from support, very disappointed.",Negative,Google Reviews,2023-08-19 15:31:54,user8480,Bangalore,0.6
"checkout failed while placing order happened and after that nothing is working properly, really bad experience.",Negative,Flipkart,2023-04-03 01:13:19,user1720,Jaipur,0.57
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2025-10-21 12:44:32,user7905,Ahmedabad,0.91
"Facing issue where order crashing during checkout, and now page kept loading forever. not happy at all.",Negative,Google Reviews,2023-04-21 11:26:39,user4504,Mumbai,0.68
"I tried app incorrect after update but no response from support, fed up with this.",Negative,Amazon India,2023-05-15 20:36:43,user2031,Jaipur,0.56
"Facing issue where login not updating during checkout, and now nothing is working properly. seriously irritated.",Negative,Website Review,2025-09-12 21:30:42,user6501,Bangalore,0.51
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2025-01-03 19:27:52,user9650,Ahmedabad,0.92
"I was just trying to use the app and support missing after payement, then nothing is working properly. seriously irritated.",Negative,Google Reviews,2025-01-25 13:11:26,user5240,Ahmedabad,0.67
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-08-11 17:59:55,user3120,Pune,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-11-19 23:41:11,user3974,Delhi,0.81
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2024-05-17 20:39:50,user8381,Mumbai,0.89
